attack,defense,model,correct,count,min l2,avg l2,max l2,min norm_l2,avg norm_l2,max norm_l2,min linf,avg linf,max linf
fgm-inf-1,jpeg-25,round,61,100,0.70368939638137817,1.4974258822202682,1.5214877128601074,0.001931162434630096,0.0080188868416007607,0.018400939181447029,0.0039215688593685627,0.0039215688593685627,0.0039215688593685627
fgm-inf-1,jpeg-25,jpeg-def-25,21,100,0.70368939638137817,1.4974258822202682,1.5214877128601074,0.001931162434630096,0.0080188868416007607,0.018400939181447029,0.0039215688593685627,0.0039215688593685627,0.0039215688593685627
fgm-inf-1,jpeg-25,jpeg-def-50,44,100,0.70368939638137817,1.4974258822202682,1.5214877128601074,0.001931162434630096,0.0080188868416007607,0.018400939181447029,0.0039215688593685627,0.0039215688593685627,0.0039215688593685627
fgm-inf-1,jpeg-25,jpeg-def-75,54,100,0.70368939638137817,1.4974258822202682,1.5214877128601074,0.001931162434630096,0.0080188868416007607,0.018400939181447029,0.0039215688593685627,0.0039215688593685627,0.0039215688593685627
fgm-inf-1,jpeg-50,round,52,100,0.72762799263000488,1.5001410329341889,1.5214877128601074,0.0019968580454587936,0.008029080056585371,0.018400939181447029,0.0039215688593685627,0.0039215688593685627,0.0039215688593685627
fgm-inf-1,jpeg-50,jpeg-def-25,51,100,0.72762799263000488,1.5001410329341889,1.5214877128601074,0.0019968580454587936,0.008029080056585371,0.018400939181447029,0.0039215688593685627,0.0039215688593685627,0.0039215688593685627
fgm-inf-1,jpeg-50,jpeg-def-50,22,100,0.72762799263000488,1.5001410329341889,1.5214877128601074,0.0019968580454587936,0.008029080056585371,0.018400939181447029,0.0039215688593685627,0.0039215688593685627,0.0039215688593685627
fgm-inf-1,jpeg-50,jpeg-def-75,37,100,0.72762799263000488,1.5001410329341889,1.5214877128601074,0.0019968580454587936,0.008029080056585371,0.018400939181447029,0.0039215688593685627,0.0039215688593685627,0.0039215688593685627
fgm-inf-1,jpeg-75,round,39,100,0.73170626163482666,1.5003348731994628,1.5214877128601074,0.0020080502144992352,0.0080299948900938029,0.018400939181447029,0.0039215688593685627,0.0039215688593685627,0.0039215688593685627
fgm-inf-1,jpeg-75,jpeg-def-25,53,100,0.73170626163482666,1.5003348731994628,1.5214877128601074,0.0020080502144992352,0.0080299948900938029,0.018400939181447029,0.0039215688593685627,0.0039215688593685627,0.0039215688593685627
fgm-inf-1,jpeg-75,jpeg-def-50,45,100,0.73170626163482666,1.5003348731994628,1.5214877128601074,0.0020080502144992352,0.0080299948900938029,0.018400939181447029,0.0039215688593685627,0.0039215688593685627,0.0039215688593685627
fgm-inf-1,jpeg-75,jpeg-def-75,19,100,0.73170626163482666,1.5003348731994628,1.5214877128601074,0.0020080502144992352,0.0080299948900938029,0.018400939181447029,0.0039215688593685627,0.0039215688593685627,0.0039215688593685627
fgm-inf-3,jpeg-25,round,39,100,2.0738685131072998,4.4753274488449097,4.5644631385803223,0.0056913988664746284,0.023952931556850673,0.055202819406986237,0.011764706112444401,0.011764706112444401,0.011764706112444401
fgm-inf-3,jpeg-25,jpeg-def-25,12,100,2.0738685131072998,4.4753274488449097,4.5644631385803223,0.0056913988664746284,0.023952931556850673,0.055202819406986237,0.011764706112444401,0.011764706112444401,0.011764706112444401
fgm-inf-3,jpeg-25,jpeg-def-50,18,100,2.0738685131072998,4.4753274488449097,4.5644631385803223,0.0056913988664746284,0.023952931556850673,0.055202819406986237,0.011764706112444401,0.011764706112444401,0.011764706112444401
fgm-inf-3,jpeg-25,jpeg-def-75,25,100,2.0738685131072998,4.4753274488449097,4.5644631385803223,0.0056913988664746284,0.023952931556850673,0.055202819406986237,0.011764706112444401,0.011764706112444401,0.011764706112444401
fgm-inf-3,jpeg-50,round,23,100,2.1446032524108887,4.4821970772743223,4.5644631385803223,0.0058855186216533184,0.023978705587796866,0.055202819406986237,0.011764706112444401,0.011764706112444401,0.011764706112444401
