attack,defense,model,correct,count,min l2,avg l2,max l2,min norm_l2,avg norm_l2,max norm_l2,min linf,avg linf,max linf
iter-inf-9-0.9-10,"max none,jpeg-25,jpeg-50,jpeg-75",round,757,1000,3.7575850486755371,4.8624826223850253,5.7850890159606934,0.010828803293406963,0.026378058126196265,0.079958610236644745,0.035293877124786377,0.035294147621840237,0.035294149070978165
iter-inf-9-0.9-10,"max none,jpeg-25,jpeg-50,jpeg-75",jpeg-def-25,460,1000,3.7575850486755371,4.8624826223850253,5.7850890159606934,0.010828803293406963,0.026378058126196265,0.079958610236644745,0.035293877124786377,0.035294147621840237,0.035294149070978165
iter-inf-9-0.9-10,"max none,jpeg-25,jpeg-50,jpeg-75",jpeg-def-50,621,1000,3.7575850486755371,4.8624826223850253,5.7850890159606934,0.010828803293406963,0.026378058126196265,0.079958610236644745,0.035293877124786377,0.035294147621840237,0.035294149070978165
iter-inf-9-0.9-10,"max none,jpeg-25,jpeg-50,jpeg-75",jpeg-def-75,672,1000,3.7575850486755371,4.8624826223850253,5.7850890159606934,0.010828803293406963,0.026378058126196265,0.079958610236644745,0.035293877124786377,0.035294147621840237,0.035294149070978165
iter-inf-9-0.9-10,"softmax none,jpeg-25,jpeg-50,jpeg-75",round,985,1000,4.0197916030883789,5.3250662240982054,7.1614866256713867,0.011513520032167435,0.02884028737153858,0.083207331597805023,0.035293877124786377,0.035294148396700621,0.035294149070978165
iter-inf-9-0.9-10,"softmax none,jpeg-25,jpeg-50,jpeg-75",jpeg-def-25,829,1000,4.0197916030883789,5.3250662240982054,7.1614866256713867,0.011513520032167435,0.02884028737153858,0.083207331597805023,0.035293877124786377,0.035294148396700621,0.035294149070978165
iter-inf-9-0.9-10,"softmax none,jpeg-25,jpeg-50,jpeg-75",jpeg-def-50,934,1000,4.0197916030883789,5.3250662240982054,7.1614866256713867,0.011513520032167435,0.02884028737153858,0.083207331597805023,0.035293877124786377,0.035294148396700621,0.035294149070978165
iter-inf-9-0.9-10,"softmax none,jpeg-25,jpeg-50,jpeg-75",jpeg-def-75,963,1000,4.0197916030883789,5.3250662240982054,7.1614866256713867,0.011513520032167435,0.02884028737153858,0.083207331597805023,0.035293877124786377,0.035294148396700621,0.035294149070978165
iter-inf-9-0.9-10,"avg none,jpeg-25,jpeg-50,jpeg-75",round,998,1000,4.0480861663818359,5.3233137321472164,7.4635038375854492,0.011930410750210285,0.02883275595586747,0.083338148891925812,0.035293877124786377,0.035294148486107589,0.035294149070978165
iter-inf-9-0.9-10,"avg none,jpeg-25,jpeg-50,jpeg-75",jpeg-def-25,783,1000,4.0480861663818359,5.3233137321472164,7.4635038375854492,0.011930410750210285,0.02883275595586747,0.083338148891925812,0.035293877124786377,0.035294148486107589,0.035294149070978165
iter-inf-9-0.9-10,"avg none,jpeg-25,jpeg-50,jpeg-75",jpeg-def-50,941,1000,4.0480861663818359,5.3233137321472164,7.4635038375854492,0.011930410750210285,0.02883275595586747,0.083338148891925812,0.035293877124786377,0.035294148486107589,0.035294149070978165
