attack,defense,model,correct,count,min l2,avg l2,max l2,min norm_l2,avg norm_l2,max norm_l2,min linf,avg linf,max linf
fgm-inf-1,"min none,jpeg-25,jpeg-50,jpeg-75",round,30,100,1.1676136255264282,1.5073942589759826,1.5214877128601074,0.0032043277751654387,0.0080541405291296546,0.018400939181447029,0.0039215688593685627,0.0039215688593685627,0.0039215688593685627
fgm-inf-1,"min none,jpeg-25,jpeg-50,jpeg-75",jpeg-def-25,47,100,1.1676136255264282,1.5073942589759826,1.5214877128601074,0.0032043277751654387,0.0080541405291296546,0.018400939181447029,0.0039215688593685627,0.0039215688593685627,0.0039215688593685627
fgm-inf-1,"min none,jpeg-25,jpeg-50,jpeg-75",jpeg-def-50,43,100,1.1676136255264282,1.5073942589759826,1.5214877128601074,0.0032043277751654387,0.0080541405291296546,0.018400939181447029,0.0039215688593685627,0.0039215688593685627,0.0039215688593685627
fgm-inf-1,"min none,jpeg-25,jpeg-50,jpeg-75",jpeg-def-75,36,100,1.1676136255264282,1.5073942589759826,1.5214877128601074,0.0032043277751654387,0.0080541405291296546,0.018400939181447029,0.0039215688593685627,0.0039215688593685627,0.0039215688593685627
fgm-inf-1,"softmin none,jpeg-25,jpeg-50,jpeg-75",round,20,100,1.1681602001190186,1.5079647493362427,1.5214877128601074,0.0032058279030025005,0.0080566131975501783,0.018400939181447029,0.0039215688593685627,0.0039215688593685627,0.0039215688593685627
fgm-inf-1,"softmin none,jpeg-25,jpeg-50,jpeg-75",jpeg-def-25,29,100,1.1681602001190186,1.5079647493362427,1.5214877128601074,0.0032058279030025005,0.0080566131975501783,0.018400939181447029,0.0039215688593685627,0.0039215688593685627,0.0039215688593685627
fgm-inf-1,"softmin none,jpeg-25,jpeg-50,jpeg-75",jpeg-def-50,28,100,1.1681602001190186,1.5079647493362427,1.5214877128601074,0.0032058279030025005,0.0080566131975501783,0.018400939181447029,0.0039215688593685627,0.0039215688593685627,0.0039215688593685627
fgm-inf-1,"softmin none,jpeg-25,jpeg-50,jpeg-75",jpeg-def-75,23,100,1.1681602001190186,1.5079647493362427,1.5214877128601074,0.0032058279030025005,0.0080566131975501783,0.018400939181447029,0.0039215688593685627,0.0039215688593685627,0.0039215688593685627
fgm-inf-1,"avg none,jpeg-25,jpeg-50,jpeg-75",round,20,100,1.168278694152832,1.5079693603515625,1.5214877128601074,0.0032061529345810413,0.008056630631908774,0.018400939181447029,0.0039215688593685627,0.0039215688593685627,0.0039215688593685627
fgm-inf-1,"avg none,jpeg-25,jpeg-50,jpeg-75",jpeg-def-25,29,100,1.168278694152832,1.5079693603515625,1.5214877128601074,0.0032061529345810413,0.008056630631908774,0.018400939181447029,0.0039215688593685627,0.0039215688593685627,0.0039215688593685627
fgm-inf-1,"avg none,jpeg-25,jpeg-50,jpeg-75",jpeg-def-50,29,100,1.168278694152832,1.5079693603515625,1.5214877128601074,0.0032061529345810413,0.008056630631908774,0.018400939181447029,0.0039215688593685627,0.0039215688593685627,0.0039215688593685627
